date,open,high,low,close,count
2024-11-27,91931.83077291827,91931.83077291827,91931.83077291827,91931.83077291827,1
2024-11-28,95981.18057210564,95981.18057210564,95981.18057210564,95981.18057210564,1
2024-11-29,95661.59595817851,95661.59595817851,95661.59595817851,95661.59595817851,1
2024-11-30,97453.2473451042,97453.2473451042,97453.2473451042,97453.2473451042,1
2024-12-01,96513.14234698225,96513.14234698225,96513.14234698225,96513.14234698225,1
2024-12-02,97311.70719084324,97311.70719084324,97311.70719084324,97311.70719084324,1
2024-12-03,95833.1362300365,95833.1362300365,95833.1362300365,95833.1362300365,1
2024-12-04,96031.63097759831,96031.63097759831,96031.63097759831,96031.63097759831,1
2024-12-05,98881.4694561823,98881.4694561823,98881.4694561823,98881.4694561823,1
2024-12-06,97201.50036407741,97201.50036407741,97201.50036407741,97201.50036407741,1
2024-12-07,99973.85150659826,99973.85150659826,99973.85150659826,99973.85150659826,1
2024-12-08,99781.82999198174,99781.82999198174,99781.82999198174,99781.82999198174,1
2024-12-09,101235.3717025316,101235.3717025316,101235.3717025316,101235.3717025316,1
2024-12-10,97353.94700820887,97353.94700820887,97353.94700820887,97353.94700820887,1
2024-12-11,96649.71446771531,96649.71446771531,96649.71446771531,96649.71446771531,1
2024-12-12,101123.61811033697,101123.61811033697,101123.61811033697,101123.61811033697,1
2024-12-13,100000.80836535197,100000.80836535197,100000.80836535197,100000.80836535197,1
2024-12-14,101352.22971292294,101352.22971292294,101352.22971292294,101352.22971292294,1
2024-12-15,101367.01064553364,101367.01064553364,101367.01064553364,101367.01064553364,1
2024-12-16,104721.50151808978,104721.50151808978,104721.50151808978,104721.50151808978,1
2024-12-17,106074.10723541168,106074.10723541168,106074.10723541168,106074.10723541168,1
2024-12-18,106034.913402645,106034.913402645,106034.913402645,106034.913402645,1
2024-12-19,100355.5761481501,100355.5761481501,100355.5761481501,100355.5761481501,1
2024-12-20,97851.35377075805,97851.35377075805,97851.35377075805,97851.35377075805,1
2024-12-21,97691.43431692653,97691.43431692653,97691.43431692653,97691.43431692653,1
2024-12-22,97202.82496847633,97202.82496847633,97202.82496847633,97202.82496847633,1
2024-12-23,95094.27394862173,95094.27394862173,95094.27394862173,95094.27394862173,1
2024-12-24,94644.91085464321,94644.91085464321,94644.91085464321,94644.91085464321,1
2024-12-25,98695.71400782601,98695.71400782601,98695.71400782601,98695.71400782601,1
2024-12-26,99344.95417367229,99344.95417367229,99344.95417367229,99344.95417367229,1
2024-12-27,95678.31244565405,95678.31244565405,95678.31244565405,95678.31244565405,1
2024-12-28,94331.94727053077,94331.94727053077,94331.94727053077,94331.94727053077,1
2024-12-29,95184.61945288602,95184.61945288602,95184.61945288602,95184.61945288602,1
2024-12-30,93663.44751964067,93663.44751964067,93663.44751964067,93663.44751964067,1
2024-12-31,92627.28213113277,92627.28213113277,92627.28213113277,92627.28213113277,1
2025-01-01,93507.85874741491,93507.85874741491,93507.85874741491,93507.85874741491,1
2025-01-02,94384.1761153871,94384.1761153871,94384.1761153871,94384.1761153871,1
2025-01-03,96852.14681235075,96852.14681235075,96852.14681235075,96852.14681235075,1
2025-01-04,98084.34279280754,98084.34279280754,98084.34279280754,98084.34279280754,1
2025-01-05,98256.73876849933,98256.73876849933,98256.73876849933,98256.73876849933,1
2025-01-06,98364.58946599838,98364.58946599838,98364.58946599838,98364.58946599838,1
2025-01-07,102229.39453189743,102229.39453189743,102229.39453189743,102229.39453189743,1
2025-01-08,96952.09886774956,96952.09886774956,96952.09886774956,96952.09886774956,1
2025-01-09,95016.71440989176,95016.71440989176,95016.71440989176,95016.71440989176,1
2025-01-10,92376.27578346101,92376.27578346101,92376.27578346101,92376.27578346101,1
2025-01-11,94736.6267420969,94736.6267420969,94736.6267420969,94736.6267420969,1
2025-01-12,94559.55167224213,94559.55167224213,94559.55167224213,94559.55167224213,1
2025-01-13,94454.77089638807,94454.77089638807,94454.77089638807,94454.77089638807,1
2025-01-14,94456.3493746993,94456.3493746993,94456.3493746993,94456.3493746993,1
2025-01-15,96574.07768799194,96574.07768799194,96574.07768799194,96574.07768799194,1
2025-01-16,100313.15239828422,100313.15239828422,100313.15239828422,100313.15239828422,1
2025-01-17,100044.57926776377,100044.57926776377,100044.57926776377,100044.57926776377,1
2025-01-18,104160.69358484233,104160.69358484233,104160.69358484233,104160.69358484233,1
2025-01-19,104334.61575724394,104334.61575724394,104334.61575724394,104334.61575724394,1
2025-01-20,101275.33714814208,101275.33714814208,101275.33714814208,101275.33714814208,1
2025-01-21,101764.90860170545,101764.90860170545,101764.90860170545,101764.90860170545,1
2025-01-22,106182.2368201815,106182.2368201815,106182.2368201815,106182.2368201815,1
2025-01-23,103673.53509537787,103673.53509537787,103673.53509537787,103673.53509537787,1
2025-01-24,104067.60991206947,104067.60991206947,104067.60991206947,104067.60991206947,1
2025-01-25,104835.19253555956,104835.19253555956,104835.19253555956,104835.19253555956,1
2025-01-26,104796.04077738234,104796.04077738234,104796.04077738234,104796.04077738234,1
2025-01-27,102552.24874280207,102552.24874280207,102552.24874280207,102552.24874280207,1
2025-01-28,101958.46953745594,101958.46953745594,101958.46953745594,101958.46953745594,1
2025-01-29,101313.11264498268,101313.11264498268,101313.11264498268,101313.11264498268,1
2025-01-30,103718.97939813645,103718.97939813645,103718.97939813645,103718.97939813645,1
2025-01-31,104781.5135100103,104781.5135100103,104781.5135100103,104781.5135100103,1
2025-02-01,102382.39409722165,102382.39409722165,102382.39409722165,102382.39409722165,1
2025-02-02,100674.78762544956,100674.78762544956,100674.78762544956,100674.78762544956,1
2025-02-03,97568.31653024875,97568.31653024875,97568.31653024875,97568.31653024875,1
2025-02-04,101466.8606657039,101466.8606657039,101466.8606657039,101466.8606657039,1
2025-02-05,98118.43921664466,98118.43921664466,98118.43921664466,98118.43921664466,1
2025-02-06,96582.88682919052,96582.88682919052,96582.88682919052,96582.88682919052,1
2025-02-07,96635.41875332211,96635.41875332211,96635.41875332211,96635.41875332211,1
2025-02-08,96558.4563096667,96558.4563096667,96558.4563096667,96558.4563096667,1
2025-02-09,96558.23762501091,96558.23762501091,96558.23762501091,96558.23762501091,1
2025-02-10,96548.57865379585,96548.57865379585,96548.57865379585,96548.57865379585,1
2025-02-11,97399.98161383197,97399.98161383197,97399.98161383197,97399.98161383197,1
2025-02-12,95739.97737079239,95739.97737079239,95739.97737079239,95739.97737079239,1
2025-02-13,97836.18856127483,97836.18856127483,97836.18856127483,97836.18856127483,1
2025-02-14,96561.6639990985,96561.6639990985,96561.6639990985,96561.6639990985,1
2025-02-15,97488.48148536457,97488.48148536457,97488.48148536457,97488.48148536457,1
2025-02-16,97569.95169430465,97569.95169430465,97569.95169430465,97569.95169430465,1
2025-02-17,96149.3484548204,96149.3484548204,96149.3484548204,96149.3484548204,1
2025-02-18,95776.15723852723,95776.15723852723,95776.15723852723,95776.15723852723,1
2025-02-19,95495.89153299287,95495.89153299287,95495.89153299287,95495.89153299287,1
2025-02-20,96554.87156259285,96554.87156259285,96554.87156259285,96554.87156259285,1
2025-02-21,98384.31738240314,98384.31738240314,98384.31738240314,98384.31738240314,1
2025-02-22,96135.15541305285,96135.15541305285,96135.15541305285,96135.15541305285,1
2025-02-23,96564.15414290235,96564.15414290235,96564.15414290235,96564.15414290235,1
2025-02-24,96327.46309127835,96327.46309127835,96327.46309127835,96327.46309127835,1
2025-02-25,91396.76686930266,91396.76686930266,91396.76686930266,91396.76686930266,1
2025-02-26,88755.7693356979,88755.7693356979,88755.7693356979,88755.7693356979,1
2025-02-27,83900.11496524839,83900.11496524839,83900.11496524839,83900.11496524839,1
2025-02-28,84709.14477847965,84709.14477847965,84709.14477847965,84709.14477847965,1
2025-03-01,84441.9012237131,84441.9012237131,84441.9012237131,84441.9012237131,1
2025-03-02,86005.25629681018,86005.25629681018,86005.25629681018,86005.25629681018,1
2025-03-03,94261.53286538439,94261.53286538439,94261.53286538439,94261.53286538439,1
2025-03-04,86124.71418722175,86124.71418722175,86124.71418722175,86124.71418722175,1
2025-03-05,87310.80531078295,87310.80531078295,87310.80531078295,87310.80531078295,1
2025-03-06,90604.08098523637,90604.08098523637,90604.08098523637,90604.08098523637,1
2025-03-07,90001.40087607042,90001.40087607042,90001.40087607042,90001.40087607042,1
2025-03-08,86773.33597555371,86773.33597555371,86773.33597555371,86773.33597555371,1
2025-03-09,86142.9833586432,86142.9833586432,86142.9833586432,86142.9833586432,1
2025-03-10,80751.13893300897,80751.13893300897,80751.13893300897,80751.13893300897,1
2025-03-11,78783.94057934263,78783.94057934263,78783.94057934263,78783.94057934263,1
2025-03-12,82799.1080292053,82799.1080292053,82799.1080292053,82799.1080292053,1
2025-03-13,83884.24578828987,83884.24578828987,83884.24578828987,83884.24578828987,1
2025-03-14,81098.90052436228,81098.90052436228,81098.90052436228,81098.90052436228,1
2025-03-15,83971.70916064628,83971.70916064628,83971.70916064628,83971.70916064628,1
2025-03-16,84391.69087647168,84391.69087647168,84391.69087647168,84391.69087647168,1
2025-03-17,82610.61750343916,82610.61750343916,82610.61750343916,82610.61750343916,1
2025-03-18,84075.36559694471,84075.36559694471,84075.36559694471,84075.36559694471,1
2025-03-19,82780.03048688271,82780.03048688271,82780.03048688271,82780.03048688271,1
2025-03-20,86815.44109470697,86815.44109470697,86815.44109470697,86815.44109470697,1
2025-03-21,84270.84358966233,84270.84358966233,84270.84358966233,84270.84358966233,1
2025-03-22,84009.532917822,84009.532917822,84009.532917822,84009.532917822,1
2025-03-23,83793.30854192551,83793.30854192551,83793.30854192551,83793.30854192551,1
2025-03-24,85787.70914901773,85787.70914901773,85787.70914901773,85787.70914901773,1
2025-03-25,87327.72969669085,87327.72969669085,87327.72969669085,87327.72969669085,1
2025-03-26,87520.58391530563,87520.58391530563,87520.58391530563,87520.58391530563,1
2025-03-27,86960.8555491039,86960.8555491039,86960.8555491039,86960.8555491039,1
2025-03-28,87227.27158032371,87227.27158032371,87227.27158032371,87227.27158032371,1
2025-03-29,84359.46915506005,84359.46915506005,84359.46915506005,84359.46915506005,1
2025-03-30,82679.17255385047,82679.17255385047,82679.17255385047,82679.17255385047,1
2025-03-31,82356.38111183756,82356.38111183756,82356.38111183756,82356.38111183756,1
2025-04-01,82514.09365397849,82514.09365397849,82514.09365397849,82514.09365397849,1
2025-04-02,85237.5876052852,85237.5876052852,85237.5876052852,85237.5876052852,1
2025-04-03,82526.4221526433,82526.4221526433,82526.4221526433,82526.4221526433,1
2025-04-04,83163.98757387721,83163.98757387721,83163.98757387721,83163.98757387721,1
2025-04-05,83852.00765399594,83852.00765399594,83852.00765399594,83852.00765399594,1
2025-04-06,83595.88550177493,83595.88550177493,83595.88550177493,83595.88550177493,1
2025-04-07,78211.48358199988,78211.48358199988,78211.48358199988,78211.48358199988,1
2025-04-08,79179.29226757778,79179.29226757778,79179.29226757778,79179.29226757778,1
2025-04-09,76329.090356324,76329.090356324,76329.090356324,76329.090356324,1
2025-04-10,82622.17029546302,82622.17029546302,82622.17029546302,82622.17029546302,1
2025-04-11,79596.35732250768,79596.35732250768,79596.35732250768,79596.35732250768,1
2025-04-12,83439.28818043756,83439.28818043756,83439.28818043756,83439.28818043756,1
2025-04-13,85305.09728392666,85305.09728392666,85305.09728392666,85305.09728392666,1
2025-04-14,83600.82010054543,83600.82010054543,83600.82010054543,83600.82010054543,1
2025-04-15,84523.4524914945,84523.4524914945,84523.4524914945,84523.4524914945,1
2025-04-16,83656.49248858042,83656.49248858042,83656.49248858042,83656.49248858042,1
2025-04-17,84105.77942167096,84105.77942167096,84105.77942167096,84105.77942167096,1
2025-04-18,84930.90857600998,84930.90857600998,84930.90857600998,84930.90857600998,1
2025-04-19,84433.75017215389,84433.75017215389,84433.75017215389,84433.75017215389,1
2025-04-20,85126.66244301842,85126.66244301842,85126.66244301842,85126.66244301842,1
2025-04-21,85073.16544858096,85073.16544858096,85073.16544858096,85073.16544858096,1
2025-04-22,87452.04699068287,87452.04699068287,87452.04699068287,87452.04699068287,1
2025-04-23,93576.16588573981,93576.16588573981,93576.16588573981,93576.16588573981,1
2025-04-24,93605.45230873208,93605.45230873208,93605.45230873208,93605.45230873208,1
2025-04-25,93872.81422867288,93872.81422867288,93872.81422867288,93872.81422867288,1
2025-04-26,94773.11200643536,94773.11200643536,94773.11200643536,94773.11200643536,1
2025-04-27,94644.06637120107,94644.06637120107,94644.06637120107,94644.06637120107,1
2025-04-28,93809.33781968223,93809.33781968223,93809.33781968223,93809.33781968223,1
2025-04-29,95030.60645474444,95030.60645474444,95030.60645474444,95030.60645474444,1
2025-04-30,94256.35946318062,94256.35946318062,94256.35946318062,94256.35946318062,1
2025-05-01,94235.75331048167,94235.75331048167,94235.75331048167,94235.75331048167,1
2025-05-02,96426.94522273027,96426.94522273027,96426.94522273027,96426.94522273027,1
2025-05-03,96855.5681343944,96855.5681343944,96855.5681343944,96855.5681343944,1
2025-05-04,95922.86842404422,95922.86842404422,95922.86842404422,95922.86842404422,1
2025-05-05,94326.62048529249,94326.62048529249,94326.62048529249,94326.62048529249,1
2025-05-06,94758.8237105546,94758.8237105546,94758.8237105546,94758.8237105546,1
2025-05-07,96854.53198815876,96854.53198815876,96854.53198815876,96854.53198815876,1
2025-05-08,97026.49376966801,97026.49376966801,97026.49376966801,97026.49376966801,1
2025-05-09,103076.27555512934,103076.27555512934,103076.27555512934,103076.27555512934,1
2025-05-10,102962.54045692299,102962.54045692299,102962.54045692299,102962.54045692299,1
2025-05-11,104630.8792994166,104630.8792994166,104630.8792994166,104630.8792994166,1
2025-05-12,103994.061616746,103994.061616746,103994.061616746,103994.061616746,1
2025-05-13,102876.8304286011,102876.8304286011,102876.8304286011,102876.8304286011,1
2025-05-14,104184.49039270742,104184.49039270742,104184.49039270742,104184.49039270742,1
2025-05-15,103594.42575090709,103594.42575090709,103594.42575090709,103594.42575090709,1
2025-05-16,103708.85136423641,103708.85136423641,103708.85136423641,103708.85136423641,1
2025-05-17,103556.03493982446,103556.03493982446,103556.03493982446,103556.03493982446,1
2025-05-18,103212.36483885496,103212.36483885496,103212.36483885496,103212.36483885496,1
2025-05-19,106030.6376831359,106030.6376831359,106030.6376831359,106030.6376831359,1
2025-05-20,105629.41580436694,105629.41580436694,105629.41580436694,105629.41580436694,1
2025-05-21,106786.71995834043,106786.71995834043,106786.71995834043,106786.71995834043,1
2025-05-22,109665.86371625263,109665.86371625263,109665.86371625263,109665.86371625263,1
2025-05-23,111560.356938144,111560.356938144,111560.356938144,111560.356938144,1
2025-05-24,107216.66856870624,107216.66856870624,107216.66856870624,107216.66856870624,1
2025-05-25,107831.36374380375,107831.36374380375,107831.36374380375,107831.36374380375,1
2025-05-26,108861.81037744327,108861.81037744327,108861.81037744327,108861.81037744327,1
2025-05-27,109377.71513263129,109377.71513263129,109377.71513263129,109377.71513263129,1
2025-05-28,109068.45694901445,109068.45694901445,109068.45694901445,109068.45694901445,1
2025-05-29,107838.18431100152,107838.18431100152,107838.18431100152,107838.18431100152,1
2025-05-30,105745.41660358038,105745.41660358038,105745.41660358038,105745.41660358038,1
2025-05-31,104010.91956242644,104010.91956242644,104010.91956242644,104010.91956242644,1
2025-06-01,104687.50742934884,104687.50742934884,104687.50742934884,104687.50742934884,1
2025-06-02,105710.00593822816,105710.00593822816,105710.00593822816,105710.00593822816,1
2025-06-03,105884.74263221149,105884.74263221149,105884.74263221149,105884.74263221149,1
2025-06-04,105434.47745144971,105434.47745144971,105434.47745144971,105434.47745144971,1
2025-06-05,104812.9182188067,104812.9182188067,104812.9182188067,104812.9182188067,1
2025-06-06,101650.7387545425,101650.7387545425,101650.7387545425,101650.7387545425,1
2025-06-07,104409.74967959142,104409.74967959142,104409.74967959142,104409.74967959142,1
2025-06-08,105681.4546141758,105681.4546141758,105681.4546141758,105681.4546141758,1
2025-06-09,105692.24740699006,105692.24740699006,105692.24740699006,105692.24740699006,1
2025-06-10,110261.57485948496,110261.57485948496,110261.57485948496,110261.57485948496,1
2025-06-11,110212.73252109604,110212.73252109604,110212.73252109604,110212.73252109604,1
2025-06-12,108679.9760916168,108679.9760916168,108679.9760916168,108679.9760916168,1
2025-06-13,105979.22902375912,105979.22902375912,105979.22902375912,105979.22902375912,1
2025-06-14,106045.56440819203,106045.56440819203,106045.56440819203,106045.56440819203,1
2025-06-15,105482.90611628917,105482.90611628917,105482.90611628917,105482.90611628917,1
2025-06-16,105554.49383061715,105554.49383061715,105554.49383061715,105554.49383061715,1
2025-06-17,106951.2720181497,106951.2720181497,106951.2720181497,106951.2720181497,1
2025-06-18,104683.42479835715,104683.42479835715,104683.42479835715,104683.42479835715,1
2025-06-19,104722.695052907,104722.695052907,104722.695052907,104722.695052907,1
2025-06-20,104690.65002458123,104690.65002458123,104690.65002458123,104690.65002458123,1
2025-06-21,103290.105144757,103290.105144757,103290.105144757,103290.105144757,1
2025-06-22,101532.5683847329,101532.5683847329,101532.5683847329,101532.5683847329,1
2025-06-23,100852.58264648831,100852.58264648831,100852.58264648831,100852.58264648831,1
2025-06-24,105511.62437933135,105511.62437933135,105511.62437933135,105511.62437933135,1
2025-06-25,105976.06929808448,105976.06929808448,105976.06929808448,105976.06929808448,1
2025-06-26,107238.53045016268,107238.53045016268,107238.53045016268,107238.53045016268,1
2025-06-27,106984.01253775663,106984.01253775663,106984.01253775663,106984.01253775663,1
2025-06-28,107078.91560644074,107078.91560644074,107078.91560644074,107078.91560644074,1
2025-06-29,107331.58548463577,107331.58548463577,107331.58548463577,107331.58548463577,1
2025-06-30,108396.61631317894,108396.61631317894,108396.61631317894,108396.61631317894,1
2025-07-01,107132.79910701896,107132.79910701896,107132.79910701896,107132.79910701896,1
2025-07-02,105613.39974163055,105613.39974163055,105613.39974163055,105613.39974163055,1
2025-07-03,108824.44423167943,108824.44423167943,108824.44423167943,108824.44423167943,1
2025-07-04,109602.20483914016,109602.20483914016,109602.20483914016,109602.20483914016,1
2025-07-05,108040.8919400104,108040.8919400104,108040.8919400104,108040.8919400104,1
2025-07-06,108217.46849992426,108217.46849992426,108217.46849992426,108217.46849992426,1
2025-07-07,109215.19771840284,109215.19771840284,109215.19771840284,109215.19771840284,1
2025-07-08,108300.71675785031,108300.71675785031,108300.71675785031,108300.71675785031,1
2025-07-09,108953.19187727802,108953.19187727802,108953.19187727802,108953.19187727802,1
2025-07-10,111327.53054245669,111327.53054245669,111327.53054245669,111327.53054245669,1
2025-07-11,115879.65030112496,115879.65030112496,115879.65030112496,115879.65030112496,1
2025-07-12,117571.02510036016,117571.02510036016,117571.02510036016,117571.02510036016,1
2025-07-13,117418.95745007684,117418.95745007684,117418.95745007684,117418.95745007684,1
2025-07-14,119117.55666327637,119117.55666327637,119117.55666327637,119117.55666327637,1
2025-07-15,119833.67446712355,119833.67446712355,119833.67446712355,119833.67446712355,1
2025-07-16,117678.19493404306,117678.19493404306,117678.19493404306,117678.19493404306,1
2025-07-17,118748.1627367753,118748.1627367753,118748.1627367753,118748.1627367753,1
2025-07-18,119445.36520434043,119445.36520434043,119445.36520434043,119445.36520434043,1
2025-07-19,117988.94664455787,117988.94664455787,117988.94664455787,117988.94664455787,1
2025-07-20,117901.62655900871,117901.62655900871,117901.62655900871,117901.62655900871,1
2025-07-21,117256.9208222684,117256.9208222684,117256.9208222684,117256.9208222684,1
2025-07-22,117482.46977767294,117482.46977767294,117482.46977767294,117482.46977767294,1
2025-07-23,119955.79570607653,119955.79570607653,119955.79570607653,119955.79570607653,1
2025-07-24,118629.05588130427,118629.05588130427,118629.05588130427,118629.05588130427,1
2025-07-25,118354.43517438594,118354.43517438594,118354.43517438594,118354.43517438594,1
2025-07-26,117540.80837085741,117540.80837085741,117540.80837085741,117540.80837085741,1
2025-07-27,117959.54234360624,117959.54234360624,117959.54234360624,117959.54234360624,1
2025-07-28,119418.91405141471,119418.91405141471,119418.91405141471,119418.91405141471,1
2025-07-29,118003.30201607826,118003.30201607826,118003.30201607826,118003.30201607826,1
2025-07-30,117853.30892863822,117853.30892863822,117853.30892863822,117853.30892863822,1
2025-07-31,117833.24087995925,117833.24087995925,117833.24087995925,117833.24087995925,1
2025-08-01,115700.00243915782,115700.00243915782,115700.00243915782,115700.00243915782,1
2025-08-02,113234.6051343189,113234.6051343189,113234.6051343189,113234.6051343189,1
2025-08-03,112554.90232221723,112554.90232221723,112554.90232221723,112554.90232221723,1
2025-08-04,114199.10966460757,114199.10966460757,114199.10966460757,114199.10966460757,1
2025-08-05,115138.68613070177,115138.68613070177,115138.68613070177,115138.68613070177,1
2025-08-06,114128.35408881678,114128.35408881678,114128.35408881678,114128.35408881678,1
2025-08-07,115022.09576830892,115022.09576830892,115022.09576830892,115022.09576830892,1
2025-08-08,117463.47451085235,117463.47451085235,117463.47451085235,117463.47451085235,1
2025-08-09,116688.36663186055,116688.36663186055,116688.36663186055,116688.36663186055,1
2025-08-10,116510.08393213755,116510.08393213755,116510.08393213755,116510.08393213755,1
2025-08-11,119266.92516880555,119266.92516880555,119266.92516880555,119266.92516880555,1
2025-08-12,118773.79960860992,118773.79960860992,118773.79960860992,118773.79960860992,1
2025-08-13,120202.53485503166,120202.53485503166,120202.53485503166,120202.53485503166,1
2025-08-14,123560.99363577305,123560.99363577305,123560.99363577305,123560.99363577305,1
2025-08-15,118405.59579823953,118405.59579823953,118405.59579823953,118405.59579823953,1
2025-08-16,117339.79190213277,117339.79190213277,117339.79190213277,117339.79190213277,1
2025-08-17,117501.21653394958,117501.21653394958,117501.21653394958,117501.21653394958,1
2025-08-18,117542.83687778088,117542.83687778088,117542.83687778088,117542.83687778088,1
2025-08-19,116256.41276740946,116256.41276740946,116256.41276740946,116256.41276740946,1
2025-08-20,112778.34483555844,112778.34483555844,112778.34483555844,112778.34483555844,1
2025-08-21,114252.39755195397,114252.39755195397,114252.39755195397,114252.39755195397,1
