date,open,high,low,close,count
2025-08-22,112414.39987336512,112414.39987336512,112414.39987336512,112414.39987336512,1
2025-08-23,116834.24948202295,116834.24948202295,116834.24948202295,116834.24948202295,1
2025-08-24,115359.98346714744,115359.98346714744,115359.98346714744,115359.98346714744,1
2025-08-25,113399.54847314971,113399.54847314971,113399.54847314971,113399.54847314971,1
2025-08-26,110185.35443900425,110185.35443900425,110185.35443900425,110185.35443900425,1
2025-08-27,111842.70999260596,111842.70999260596,111842.70999260596,111842.70999260596,1
2025-08-28,111216.08479629169,111216.08479629169,111216.08479629169,111216.08479629169,1
2025-08-29,112525.59740669793,112525.59740669793,112525.59740669793,112525.59740669793,1
2025-08-30,108480.30666639366,108480.30666639366,108480.30666639366,108480.30666639366,1
2025-08-31,108781.95727925687,108781.95727925687,108781.95727925687,108781.95727925687,1
2025-09-01,108253.36092385623,108253.36092385623,108253.36092385623,108253.36092385623,1
2025-09-02,109162.68557992298,109162.68557992298,109162.68557992298,109162.68557992298,1
2025-09-03,111190.18209845416,111190.18209845416,111190.18209845416,111190.18209845416,1
2025-09-04,111711.51977725117,111711.51977725117,111711.51977725117,111711.51977725117,1
2025-09-05,110724.736377486,110724.736377486,110724.736377486,110724.736377486,1
2025-09-06,110662.18112628513,110662.18112628513,110662.18112628513,110662.18112628513,1
2025-09-07,110209.1888247784,110209.1888247784,110209.1888247784,110209.1888247784,1
2025-09-08,111131.9923868407,111131.9923868407,111131.9923868407,111131.9923868407,1
2025-09-09,112025.12878118771,112025.12878118771,112025.12878118771,112025.12878118771,1
2025-09-10,111547.43956434788,111547.43956434788,111547.43956434788,111547.43956434788,1
2025-09-11,113975.32489468766,113975.32489468766,113975.32489468766,113975.32489468766,1
2025-09-12,115503.16663193036,115503.16663193036,115503.16663193036,115503.16663193036,1
2025-09-13,116160.14344594491,116160.14344594491,116160.14344594491,116160.14344594491,1
2025-09-14,115970.58488443034,115970.58488443034,115970.58488443034,115970.58488443034,1
2025-09-15,115373.55555886829,115373.55555886829,115373.55555886829,115373.55555886829,1
2025-09-16,115397.25272727509,115397.25272727509,115397.25272727509,115397.25272727509,1
2025-09-17,116762.8496864193,116762.8496864193,116762.8496864193,116762.8496864193,1
2025-09-18,116455.94648225319,116455.94648225319,116455.94648225319,116455.94648225319,1
2025-09-19,117145.49508952006,117145.49508952006,117145.49508952006,117145.49508952006,1
2025-09-20,115655.81046441344,115655.81046441344,115655.81046441344,115655.81046441344,1
2025-09-21,115715.51536781774,115715.51536781774,115715.51536781774,115715.51536781774,1
2025-09-22,115304.47999407038,115304.47999407038,115304.47999407038,115304.47999407038,1
2025-09-23,112696.74101711863,112696.74101711863,112696.74101711863,112696.74101711863,1
2025-09-24,112022.16587861195,112022.16587861195,112022.16587861195,112022.16587861195,1
2025-09-25,113320.56908541008,113320.56908541008,113320.56908541008,113320.56908541008,1
2025-09-26,108963.53013595635,108963.53013595635,108963.53013595635,108963.53013595635,1
2025-09-27,109710.20874667744,109710.20874667744,109710.20874667744,109710.20874667744,1
2025-09-28,109654.81021075726,109654.81021075726,109654.81021075726,109654.81021075726,1
2025-09-29,112142.57362752674,112142.57362752674,112142.57362752674,112142.57362752674,1
2025-09-30,114309.15041119447,114309.15041119447,114309.15041119447,114309.15041119447,1
2025-10-01,114024.22783550054,114024.22783550054,114024.22783550054,114024.22783550054,1
2025-10-02,118503.24451752483,118503.24451752483,118503.24451752483,118503.24451752483,1
2025-10-03,120611.71911591051,120611.71911591051,120611.71911591051,120611.71911591051,1
2025-10-04,122250.15186842803,122250.15186842803,122250.15186842803,122250.15186842803,1
2025-10-05,122380.93708463266,122380.93708463266,122380.93708463266,122380.93708463266,1
2025-10-06,123506.18520027678,123506.18520027678,123506.18520027678,123506.18520027678,1
2025-10-07,124773.50823074432,124773.50823074432,124773.50823074432,124773.50823074432,1
2025-10-08,121518.75593575071,121518.75593575071,121518.75593575071,121518.75593575071,1
2025-10-09,123352.50487523204,123352.50487523204,123352.50487523204,123352.50487523204,1
2025-10-10,121698.03066778315,121698.03066778315,121698.03066778315,121698.03066778315,1
2025-10-11,113201.74064138904,113201.74064138904,113201.74064138904,113201.74064138904,1
2025-10-12,110853.11663883903,110853.11663883903,110853.11663883903,110853.11663883903,1
2025-10-13,115189.5714637257,115189.5714637257,115189.5714637257,115189.5714637257,1
2025-10-14,115222.28302116522,115222.28302116522,115222.28302116522,115222.28302116522,1
2025-10-15,113156.56943826913,113156.56943826913,113156.56943826913,113156.56943826913,1
2025-10-16,110708.66960879423,110708.66960879423,110708.66960879423,110708.66960879423,1
2025-10-17,108076.72862033188,108076.72862033188,108076.72862033188,108076.72862033188,1
2025-10-18,106443.61194984635,106443.61194984635,106443.61194984635,106443.61194984635,1
2025-10-19,107156.00337647724,107156.00337647724,107156.00337647724,107156.00337647724,1
2025-10-20,108621.134857428,108621.134857428,108621.134857428,108621.134857428,1
2025-10-21,110608.5714932665,110608.5714932665,110608.5714932665,110608.5714932665,1
2025-10-22,108486.10262716639,108486.10262716639,108486.10262716639,108486.10262716639,1
2025-10-23,107618.4266715404,107618.4266715404,107618.4266715404,107618.4266715404,1
2025-10-24,110048.51827291629,110048.51827291629,110048.51827291629,110048.51827291629,1
2025-10-25,110997.80437129698,110997.80437129698,110997.80437129698,110997.80437129698,1
2025-10-26,111620.3093731354,111620.3093731354,111620.3093731354,111620.3093731354,1
2025-10-27,114476.01227508577,114476.01227508577,114476.01227508577,114476.01227508577,1
2025-10-28,114182.79442806762,114182.79442806762,114182.79442806762,114182.79442806762,1
2025-10-29,112950.34863259472,112950.34863259472,112950.34863259472,112950.34863259472,1
2025-10-30,110046.66925837283,110046.66925837283,110046.66925837283,110046.66925837283,1
2025-10-31,108240.76528725718,108240.76528725718,108240.76528725718,108240.76528725718,1
2025-11-01,109573.90555629115,109573.90555629115,109573.90555629115,109573.90555629115,1
2025-11-02,110014.13556776087,110014.13556776087,110014.13556776087,110014.13556776087,1
2025-11-03,110650.2092823146,110650.2092823146,110650.2092823146,110650.2092823146,1
2025-11-04,106521.08673825761,106521.08673825761,106521.08673825761,106521.08673825761,1
2025-11-05,101635.2740227234,101635.2740227234,101635.2740227234,101635.2740227234,1
2025-11-06,103877.95965955159,103877.95965955159,103877.95965955159,103877.95965955159,1
2025-11-07,101322.6402945857,101322.6402945857,101322.6402945857,101322.6402945857,1
2025-11-08,103396.084215925,103396.084215925,103396.084215925,103396.084215925,1
2025-11-09,102290.13714655167,102290.13714655167,102290.13714655167,102290.13714655167,1
2025-11-10,104709.67861656273,104709.67861656273,104709.67861656273,104709.67861656273,1
2025-11-11,105909.07272321742,105909.07272321742,105909.07272321742,105909.07272321742,1
2025-11-12,102960.77564500563,102960.77564500563,102960.77564500563,102960.77564500563,1
2025-11-13,101521.70859453593,101521.70859453593,101521.70859453593,101521.70859453593,1
2025-11-14,99730.4533956204,99730.4533956204,99730.4533956204,99730.4533956204,1
2025-11-15,94456.39368235337,94456.39368235337,94456.39368235337,94456.39368235337,1
2025-11-16,95508.31019889197,95508.31019889197,95508.31019889197,95508.31019889197,1
2025-11-17,94411.32947182967,94411.32947182967,94411.32947182967,94411.32947182967,1
2025-11-18,92036.7255045672,92036.7255045672,92036.7255045672,92036.7255045672,1
2025-11-19,92819.75921500899,92819.75921500899,92819.75921500899,92819.75921500899,1
2025-11-20,91363.27838693369,91363.27838693369,91363.27838693369,91363.27838693369,1
2025-11-21,86649.97257918229,86649.97257918229,86649.97257918229,86649.97257918229,1
2025-11-22,85051.8019295002,85051.8019295002,85051.8019295002,85051.8019295002,1
2025-11-23,84682.62429147748,84682.62429147748,84682.62429147748,84682.62429147748,1
2025-11-24,86783.84766839583,86783.84766839583,86783.84766839583,86783.84766839583,1
2025-11-25,88229.35740719768,88229.35740719768,88229.35740719768,88229.35740719768,1
2025-11-26,87310.33159950442,87310.33159950442,87310.33159950442,87310.33159950442,1
2025-11-27,90474.22677969698,90474.22677969698,90474.22677969698,90474.22677969698,1
2025-11-28,91279.06057176423,91279.06057176423,91279.06057176423,91279.06057176423,1
2025-11-29,90950.37695910994,90950.37695910994,90950.37695910994,90950.37695910994,1
2025-11-30,90841.45258193677,90841.45258193677,90841.45258193677,90841.45258193677,1
2025-12-01,90406.28448571145,90406.28448571145,90406.28448571145,90406.28448571145,1
2025-12-02,86281.49519776918,86281.49519776918,86281.49519776918,86281.49519776918,1
2025-12-03,91344.73275150165,91344.73275150165,91344.73275150165,91344.73275150165,1
2025-12-04,93619.43750817103,93619.43750817103,93619.43750817103,93619.43750817103,1
2025-12-05,92140.70419795791,92140.70419795791,92140.70419795791,92140.70419795791,1
2025-12-06,89307.09154512963,89307.09154512963,89307.09154512963,89307.09154512963,1
2025-12-07,89244.7620814118,89244.7620814118,89244.7620814118,89244.7620814118,1
2025-12-08,90162.90714007126,90162.90714007126,90162.90714007126,90162.90714007126,1
2025-12-09,90618.0535204608,90618.0535204608,90618.0535204608,90618.0535204608,1
2025-12-10,92723.21372069631,92723.21372069631,92723.21372069631,92723.21372069631,1
2025-12-11,92005.13714957413,92005.13714957413,92005.13714957413,92005.13714957413,1
2025-12-12,92494.17691640415,92494.17691640415,92494.17691640415,92494.17691640415,1
2025-12-13,90307.26028567803,90307.26028567803,90307.26028567803,90307.26028567803,1
2025-12-14,90257.4292885891,90257.4292885891,90257.4292885891,90257.4292885891,1
2025-12-15,88230.77409367911,88230.77409367911,88230.77409367911,88230.77409367911,1
2025-12-16,86413.9190195637,86413.9190195637,86413.9190195637,86413.9190195637,1
2025-12-17,87821.88919109134,87821.88919109134,87821.88919109134,87821.88919109134,1
2025-12-18,86064.94716216,86064.94716216,86064.94716216,86064.94716216,1
2025-12-19,85450.3312009302,85450.3312009302,85450.3312009302,85450.3312009302,1
2025-12-20,88103.86075721023,88103.86075721023,88103.86075721023,88103.86075721023,1
2025-12-21,88347.94310567998,88347.94310567998,88347.94310567998,88347.94310567998,1
2025-12-22,88577.42038358838,88577.42038358838,88577.42038358838,88577.42038358838,1
2025-12-23,88491.12020788102,88491.12020788102,88491.12020788102,88491.12020788102,1
2025-12-24,87406.43636737975,87406.43636737975,87406.43636737975,87406.43636737975,1
2025-12-25,87642.60888119951,87642.60888119951,87642.60888119951,87642.60888119951,1
2025-12-26,87229.78066010943,87229.78066010943,87229.78066010943,87229.78066010943,1
2025-12-27,87305.95655961394,87305.95655961394,87305.95655961394,87305.95655961394,1
2025-12-28,87807.003210775,87807.003210775,87807.003210775,87807.003210775,1
2025-12-29,87822.90829076794,87822.90829076794,87822.90829076794,87822.90829076794,1
2025-12-30,87156.56266080117,87156.56266080117,87156.56266080117,87156.56266080117,1
2025-12-31,88414.62856073362,88414.62856073362,88414.62856073362,88414.62856073362,1
2026-01-01,87520.18048742875,87520.18048742875,87520.18048742875,87520.18048742875,1
2026-01-02,88727.67004249741,88727.67004249741,88727.67004249741,88727.67004249741,1
2026-01-03,89926.27924953419,89926.27924953419,89926.27924953419,89926.27924953419,1
2026-01-04,90593.85443180417,90593.85443180417,90593.85443180417,90593.85443180417,1
2026-01-05,91373.21588108438,91373.21588108438,91373.21588108438,91373.21588108438,1
2026-01-06,93926.7956485658,93926.7956485658,93926.7956485658,93926.7956485658,1
2026-01-07,93666.86387314305,93666.86387314305,93666.86387314305,93666.86387314305,1
2026-01-08,91257.15544035907,91257.15544035907,91257.15544035907,91257.15544035907,1
2026-01-09,90983.51578142625,90983.51578142625,90983.51578142625,90983.51578142625,1
2026-01-10,90504.89560340019,90504.89560340019,90504.89560340019,90504.89560340019,1
2026-01-11,90442.01907847001,90442.01907847001,90442.01907847001,90442.01907847001,1
2026-01-12,90819.36598904192,90819.36598904192,90819.36598904192,90819.36598904192,1
2026-01-13,91134.96917951507,91134.96917951507,91134.96917951507,91134.96917951507,1
2026-01-14,95260.4422971001,95260.4422971001,95260.4422971001,95260.4422971001,1
2026-01-15,97007.78078881276,97007.78078881276,97007.78078881276,97007.78078881276,1
2026-01-16,95584.82797878512,95584.82797878512,95584.82797878512,95584.82797878512,1
2026-01-17,95516.07771987123,95516.07771987123,95516.07771987123,95516.07771987123,1
2026-01-18,95099.53192554631,95099.53192554631,95099.53192554631,95099.53192554631,1
2026-01-19,93752.70577188236,93752.70577188236,93752.70577188236,93752.70577188236,1
2026-01-20,92558.46334372147,92558.46334372147,92558.46334372147,92558.46334372147,1
2026-01-21,88312.84053255555,88312.84053255555,88312.84053255555,88312.84053255555,1
2026-01-22,89354.34377512129,89354.34377512129,89354.34377512129,89354.34377512129,1
2026-01-23,89443.39744146909,89443.39744146909,89443.39744146909,89443.39744146909,1
2026-01-24,89412.39849953113,89412.39849953113,89412.39849953113,89412.39849953113,1
2026-01-25,89170.87364531498,89170.87364531498,89170.87364531498,89170.87364531498,1
2026-01-26,86548.32213469829,86548.32213469829,86548.32213469829,86548.32213469829,1
2026-01-27,88307.8612070438,88307.8612070438,88307.8612070438,88307.8612070438,1
2026-01-28,89204.22239644526,89204.22239644526,89204.22239644526,89204.22239644526,1
2026-01-29,89162.09701574955,89162.09701574955,89162.09701574955,89162.09701574955,1
2026-01-30,84570.40906135936,84570.40906135936,84570.40906135936,84570.40906135936,1
2026-01-31,84141.77856967277,84141.77856967277,84141.77856967277,84141.77856967277,1
2026-02-01,78725.85853884545,78725.85853884545,78725.85853884545,78725.85853884545,1
2026-02-02,76937.06406636834,76937.06406636834,76937.06406636834,76937.06406636834,1
2026-02-03,78767.65815345927,78767.65815345927,78767.65815345927,78767.65815345927,1
2026-02-04,75638.95670207398,75638.95670207398,75638.95670207398,75638.95670207398,1
2026-02-05,73172.29203248928,73172.29203248928,73172.29203248928,73172.29203248928,1
2026-02-06,62853.69038445987,62853.69038445987,62853.69038445987,62853.69038445987,1
2026-02-07,70523.95417035831,70523.95417035831,70523.95417035831,70523.95417035831,1
2026-02-08,69296.80677355142,69296.80677355142,69296.80677355142,69296.80677355142,1
2026-02-09,70542.37329463876,70542.37329463876,70542.37329463876,70542.37329463876,1
2026-02-10,70096.40692272567,70096.40692272567,70096.40692272567,70096.40692272567,1
2026-02-11,68779.90981269129,68779.90981269129,68779.90981269129,68779.90981269129,1
2026-02-12,66937.58141157958,66937.58141157958,66937.58141157958,66937.58141157958,1
2026-02-13,66184.57765470445,66184.57765470445,66184.57765470445,66184.57765470445,1
2026-02-14,68838.87490510389,68838.87490510389,68838.87490510389,68838.87490510389,1
2026-02-15,69765.59638824302,69765.59638824302,69765.59638824302,69765.59638824302,1
2026-02-16,68716.58337486399,68716.58337486399,68716.58337486399,68716.58337486399,1
2026-02-17,68907.78353606178,68907.78353606178,68907.78353606178,68907.78353606178,1
2026-02-18,67489.45540267964,67489.45540267964,67489.45540267964,67489.45540267964,1
2026-02-19,66456.3537620677,66456.3537620677,66456.3537620677,66456.3537620677,1
2026-02-20,66918.68417467622,66918.68417467622,66918.68417467622,66918.68417467622,1
2026-02-21,67970.29403133177,67970.29403133177,67970.29403133177,67970.29403133177,1
2026-02-22,67977.90904199042,67977.90904199042,67977.90904199042,67977.90904199042,1
2026-02-23,67585.11718938159,67585.11718938159,67585.11718938159,67585.11718938159,1
2026-02-24,64577.553200674425,64577.553200674425,64577.553200674425,64577.553200674425,1
2026-02-25,64074.11098528222,64074.11098528222,64074.11098528222,64074.11098528222,1
2026-02-26,67947.39185585188,67947.39185585188,67947.39185585188,67947.39185585188,1
2026-02-27,67469.06040327046,67469.06040327046,67469.06040327046,67469.06040327046,1
2026-02-28,65883.99096235317,65883.99096235317,65883.99096235317,65883.99096235317,1
2026-03-01,67008.45435746174,67008.45435746174,67008.45435746174,67008.45435746174,1
2026-03-02,65713.4989891121,65713.4989891121,65713.4989891121,65713.4989891121,1
2026-03-03,68864.03691918531,68864.03691918531,68864.03691918531,68864.03691918531,1
2026-03-04,68321.6178484252,68321.6178484252,68321.6178484252,68321.6178484252,1
2026-03-05,72669.7701652216,72669.7701652216,72669.7701652216,72669.7701652216,1
2026-03-06,70874.98687140146,70874.98687140146,70874.98687140146,70874.98687140146,1
2026-03-07,68148.28339966535,68148.28339966535,68148.28339966535,68148.28339966535,1
2026-03-08,67271.1907777184,67271.1907777184,67271.1907777184,67271.1907777184,1
2026-03-09,66036.15782362667,66036.15782362667,66036.15782362667,66036.15782362667,1
2026-03-10,68459.31537095344,68459.31537095344,68459.31537095344,68459.31537095344,1
2026-03-11,69883.00887579883,69883.00887579883,69883.00887579883,69883.00887579883,1
2026-03-12,70226.818790692,70226.818790692,70226.818790692,70226.818790692,1
2026-03-13,70544.42535461926,70544.42535461926,70544.42535461926,70544.42535461926,1
2026-03-14,70965.28228600459,70965.28228600459,70965.28228600459,70965.28228600459,1
2026-03-15,71217.1010283798,71217.1010283798,71217.1010283798,71217.1010283798,1
2026-03-16,72681.9132538886,72681.9132538886,72681.9132538886,72681.9132538886,1
2026-03-17,74858.14870100339,74858.14870100339,74858.14870100339,74858.14870100339,1
2026-03-18,73926.27899152413,73926.27899152413,73926.27899152413,73926.27899152413,1
2026-03-19,71255.86350265636,71255.86350265636,71255.86350265636,71255.86350265636,1
2026-03-20,69871.4514796119,69871.4514796119,69871.4514796119,69871.4514796119,1
2026-03-21,70552.62530009366,70552.62530009366,70552.62530009366,70552.62530009366,1
2026-03-22,68733.54779458739,68733.54779458739,68733.54779458739,68733.54779458739,1
2026-03-23,67848.87605821833,67848.87605821833,67848.87605821833,67848.87605821833,1
2026-03-24,70892.82823994374,70892.82823994374,70892.82823994374,70892.82823994374,1
2026-03-25,70524.51175942823,70524.51175942823,70524.51175942823,70524.51175942823,1
2026-03-26,71309.26403856269,71309.26403856269,71309.26403856269,71309.26403856269,1
2026-03-27,68791.11093800364,68791.11093800364,68791.11093800364,68791.11093800364,1
2026-03-28,66321.016242762,66321.016242762,66321.016242762,66321.016242762,1
2026-03-29,66321.06539994745,66321.06539994745,66321.06539994745,66321.06539994745,1
2026-03-30,65970.42899513361,65970.42899513361,65970.42899513361,65970.42899513361,1
2026-03-31,66699.27436893585,66699.27436893585,66699.27436893585,66699.27436893585,1
2026-04-01,68231.83047993251,68231.83047993251,68231.83047993251,68231.83047993251,1
2026-04-02,68089.0553821667,68089.0553821667,68089.0553821667,68089.0553821667,1
2026-04-03,66891.6645686824,66891.6645686824,66891.6645686824,66891.6645686824,1
2026-04-04,66939.69121715311,66939.69121715311,66939.69121715311,66939.69121715311,1
2026-04-05,67304.24955635444,67304.24955635444,67304.24955635444,67304.24955635444,1
2026-04-06,68985.52642694542,68985.52642694542,68985.52642694542,68985.52642694542,1
2026-04-07,68864.23452757328,68864.23452757328,68864.23452757328,68864.23452757328,1
2026-04-08,71975.62171045873,71975.62171045873,71975.62171045873,71975.62171045873,1
2026-04-09,71117.07713411814,71117.07713411814,71117.07713411814,71117.07713411814,1
2026-04-10,71770.7468500515,71770.7468500515,71770.7468500515,71770.7468500515,1
2026-04-11,72972.70823557042,72972.70823557042,72972.70823557042,72972.70823557042,1
2026-04-12,73053.88808483821,73053.88808483821,73053.88808483821,73053.88808483821,1
2026-04-13,70756.75105500016,70756.75105500016,70756.75105500016,70756.75105500016,1
2026-04-14,74514.63006655,74514.63006655,74514.63006655,74514.63006655,1
2026-04-15,74181.10807228928,74181.10807228928,74181.10807228928,74181.10807228928,1
2026-04-16,74833.50639132406,74833.50639132406,74833.50639132406,74833.50639132406,1
2026-04-17,75149.1930221427,75149.1930221427,75149.1930221427,75149.1930221427,1
2026-04-18,77128.44334858148,77128.44334858148,77128.44334858148,77128.44334858148,1
2026-04-19,75728.45681761758,75728.45681761758,75728.45681761758,75728.45681761758,1
2026-04-20,73856.05501487634,73856.05501487634,73856.05501487634,73856.05501487634,1
2026-04-21,75874.54629352967,75874.54629352967,75874.54629352967,75874.54629352967,1
2026-04-22,76350.25202878818,76350.25202878818,76350.25202878818,76350.25202878818,1
2026-04-23,78194.78334884858,78194.78334884858,78194.78334884858,78194.78334884858,1
2026-04-24,78260.61998045091,78260.61998045091,78260.61998045091,78260.61998045091,1
2026-04-25,77444.79563692068,77444.79563692068,77444.79563692068,77444.79563692068,1
2026-04-26,77619.14219872655,77619.14219872655,77619.14219872655,77619.14219872655,1
2026-04-27,78645.12560170851,78645.12560170851,78645.12560170851,78645.12560170851,1
2026-04-28,77361.29911038803,77361.29911038803,77361.29911038803,77361.29911038803,1
2026-04-29,76345.22521002527,76345.22521002527,76345.22521002527,76345.22521002527,1
2026-04-30,75774.8855230121,75774.8855230121,75774.8855230121,75774.8855230121,1
2026-05-01,76286.57710950871,76286.57710950871,76286.57710950871,76286.57710950871,1
2026-05-02,78172.07422147921,78172.07422147921,78172.07422147921,78172.07422147921,1
2026-05-03,78655.34555331903,78655.34555331903,78655.34555331903,78655.34555331903,1
2026-05-04,78562.55051754859,78562.55051754859,78562.55051754859,78562.55051754859,1
2026-05-05,79823.88555955577,79823.88555955577,79823.88555955577,79823.88555955577,1
2026-05-06,80925.09365495079,80925.09365495079,80925.09365495079,80925.09365495079,1
2026-05-07,81424.99515650333,81424.99515650333,81424.99515650333,81424.99515650333,1
2026-05-08,80022.04125006415,80022.04125006415,80022.04125006415,80022.04125006415,1
2026-05-09,80189.06503567853,80189.06503567853,80189.06503567853,80189.06503567853,1
2026-05-10,80678.03394296461,80678.03394296461,80678.03394296461,80678.03394296461,1
2026-05-11,82145.65606759128,82145.65606759128,82145.65606759128,82145.65606759128,1
2026-05-12,81725.20771701908,81725.20771701908,81725.20771701908,81725.20771701908,1
2026-05-13,80480.88600120835,80480.88600120835,80480.88600120835,80480.88600120835,1
2026-05-14,79277.8045183824,79277.8045183824,79277.8045183824,79277.8045183824,1
2026-05-15,81051.9828878728,81051.9828878728,81051.9828878728,81051.9828878728,1
2026-05-16,79068.82024044942,79068.82024044942,79068.82024044942,79068.82024044942,1
2026-05-17,78135.00994863857,78135.00994863857,78135.00994863857,78135.00994863857,1
2026-05-18,77425.71519168488,77425.71519168488,77425.71519168488,77425.71519168488,1
2026-05-19,76952.2148594993,76952.2148594993,76952.2148594993,76952.2148594993,1
2026-05-20,76808.8105527178,76808.8105527178,76808.8105527178,76808.8105527178,1
